text	gold	text2	sys	cf_sents
Elle embrasse la Comtesse.	6	Elle embrasse la Comtesse.	6	0
Il prend son billet et le confronte avec celui qu'Éraste lui a laissé.	10	Il prend son billet et le confronte avec celui qu'Éraste lui a laissé.	10	0
Le théâtre représente le même cabinet de Madame Almaviva.	11	Le théâtre représente le même cabinet de Madame Almaviva.	11	0
[Il interrompt la lecture. ]	3	[Il interrompt la lecture. ]	0	0
Elle lui arrache la fiole.	10	Elle lui arrache la fiole.	1	0
Il lui donne la lettre.	10	Il lui donne la lettre.	3	0
Elle remet la carte à Thibaudier.	10	Elle remet la carte à Thibaudier.	3	0
Arlequin, pendant ce temps, change de Juste-au-corps et de chapeau, et paraît en boulanger, avec une chemisette rouge et un bonnet de laine, et son soufflet se trouve changé en charrette.	9	Arlequin, pendant ce temps, change de Juste-au-corps et de chapeau, et paraît en boulanger, avec une chemisette rouge et un bonnet de laine, et son soufflet se trouve changé en charrette.	0	0
Avec solennité.	3	Avec solennité.	3	0
Air : Maman vous a dit, dans six ans.	8	Air : Maman vous a dit, dans six ans.	2	0
À Valère et à Sophie.	12	À Valère et à Sophie.	12	0
Il couvre la bûche avec le chapeau.	10	Il couvre la bûche avec le chapeau.	10	0
Tout disparaît. Le Théâtre change. Il représente l'intérieur redoutable du château-fort des rois de la Bactriane	11	Tout disparaît. Le Théâtre change. Il représente l'intérieur redoutable du château-fort des rois de la Bactriane	11	0
Elle prend le manuscrit.	10	Elle prend le manuscrit.	6	0
Il se couvre.	10	Il se couvre.	0	0
Elle ferme la fenêtre.	10	Elle ferme la fenêtre.	0	0
La Fontaine se tait un moment.	3	La Fontaine se tait un moment.	3	0
Il se chausse.	10	Il se chausse.	0	0
AIR : De Zémire et Azor.	8	AIR : De Zémire et Azor.	8	0
Il s'assied dans un fauteuil.	0	Il s'assied dans un fauteuil.	0	0
S'adressant à la reine.	12	S'adressant à la reine.	12	0
Elles ont achevé de mettre la table, et elles viennent sur le devant de la scène.	11	Elles ont achevé de mettre la table, et elles viennent sur le devant de la scène.	4	0
Il prend l'une après l'autre toutes les pièces de l'écrin.	10	Il prend l'une après l'autre toutes les pièces de l'écrin.	0	0
DÉCORATION DU IVe ACTE. >Cet Acte qui se passe dans le lieu le plus désert du Palais de Circé, n'a point d'autre décoration que de grands Arbres touffus, qui forment un bois dont l'épaisseur semble être impénétrable à la clarté du Soleil.	11	DÉCORATION DU IVe ACTE. >Cet Acte qui se passe dans le lieu le plus désert du Palais de Circé, n'a point d'autre décoration que de grands Arbres touffus, qui forment un bois dont l'épaisseur semble être impénétrable à la clarté du Soleil.	11	0
QUARTO et ULTIMO.	8	QUARTO et ULTIMO.	11	0
S'asseyant sur le canapé n° 1.	0	S'asseyant sur le canapé n° 1.	0	0
Elle ferme le guichet.	10	Elle ferme le guichet.	0	0
Air : J'étois, j'étois malade d'amour.	8	Air : J'étois, j'étois malade d'amour.	2	0
AUTRE AIR.	8	AUTRE AIR.	8	0
Haut, s'excusant.	3	Haut, s'excusant.	3	0
Il va pour sortir.	7	Il va pour sortir.	5	0
À Léontine.	12	À Léontine.	12	0
Air : J'ai fait souvent résonner ma Musette.	8	Air : J'ai fait souvent résonner ma Musette.	8	0
Il remonte un peu.	7	Il remonte un peu.	7	0
Un jardin.	11	Un jardin.	11	0
Au caporal.	12	Au caporal.	12	0
Il s'aperçoit qu' il a déchiré ses billets.	10	Il s'aperçoit qu' il a déchiré ses billets.	0	0
Cherchant.	0	Cherchant.	7	0
Sortant du pavillon de gauche, et se dirigeant vers la droite, tandis que Courtès va du côte contraire.	4	Sortant du pavillon de gauche, et se dirigeant vers la droite, tandis que Courtès va du côte contraire.	7	0
À la cour ; un jardin.	11	À la cour ; un jardin.	11	0
Il lui parle à l'oreille.	7	Il lui parle à l'oreille.	6	0
II.	8	II.	0	0
Entrent le gardien Benoît, Moralès, le Juge d'instruction, le Directeur de la prison, et les autres personnes (ad libitum) qui légalement doivent assister à une exécution capitale : Docteur, commissaire de police, greffier, etc.	4	Entrent le gardien Benoît, Moralès, le Juge d'instruction, le Directeur de la prison, et les autres personnes (ad libitum) qui légalement doivent assister à une exécution capitale : Docteur, commissaire de police, greffier, etc.	4	0
Nouveaux conjurés. Bruit de pas.	9	Nouveaux conjurés. Bruit de pas.	4	0
Neptune ayant achevé, une trompette commence à éclater hautement et encourager les tritons à faire de même. Cependant le sieur de Poutrincourt tenait son épée en main, laquelle il ne remit point au fourreau jusques à ce que les tritons eurent prononcé comme s'ensuit.	9	Neptune ayant achevé, une trompette commence à éclater hautement et encourager les tritons à faire de même. Cependant le sieur de Poutrincourt tenait son épée en main, laquelle il ne remit point au fourreau jusques à ce que les tritons eurent prononcé comme s'ensuit.	9	0
1er Couplet	8	1er Couplet	8	0
Reprise de Choeur.	3	Reprise de Choeur.	8	0
La fille rentre.	5	La fille rentre.	4	0
Il la cherche de la main sans tourner la tête.	0	Il la cherche de la main sans tourner la tête.	6	0
Elle le montre du doigt.	0	Elle le montre du doigt.	6	0
À Sophie.	12	À Sophie.	12	0
Don Juan lui arrache l'épée des mains et la brise.	1	Don Juan lui arrache l'épée des mains et la brise.	1	0
Charpentier entre. Il vient faire sa besogne. Arrivée de la maîtresse. Elle le menace de le quitter. Elle le pousse au vol.	9	Charpentier entre. Il vient faire sa besogne. Arrivée de la maîtresse. Elle le menace de le quitter. Elle le pousse au vol.	6	0
Montrant son lit.	0	Montrant son lit.	0	0
Regardant Gaston.	0	Regardant Gaston.	6	0
Air 26 : Talarire.	8	Air 26 : Talarire.	8	0
On sort de table, et on l'emporte.	5	On sort de table, et on l'emporte.	5	0
III COUPLET.	8	III COUPLET.	8	0
À Barberin.	12	À Barberin.	12	0
À Spartacus.	12	À Spartacus.	12	0
Il fredonne l'Amant d'Amanda.	3	Il fredonne l'Amant d'Amanda.	8	0
Air : n° 1.	8	Air : n° 1.	8	0
Elle frappe à la porte en dehors.	0	Elle frappe à la porte en dehors.	4	0
Là ils recommencent le combat plus vivement.	1	Là ils recommencent le combat plus vivement.	1	0
Elle se laisse embrasser.	6	Elle se laisse embrasser.	6	0
Camille s'assoit.	0	Camille s'assoit.	0	0
CANTATE.	8	CANTATE.	8	0
On danse, et la danse est coupée par ces deux couplets.	8	On danse, et la danse est coupée par ces deux couplets.	8	0
On lui présente brusquement un pâté.	0	On lui présente brusquement un pâté.	3	0
Il parle à Troile.	12	Il parle à Troile.	6	0
Montrant les Muses.	0	Montrant les Muses.	6	0
Il se parle à lui-même.	2	Il se parle à lui-même.	2	0
Aux filles et aux garçons.	12	Aux filles et aux garçons.	12	0
Le théâtre change et représente le palais du grand sacrificateur de Cybèle.	11	Le théâtre change et représente le palais du grand sacrificateur de Cybèle.	11	0
[Thésée fait un aparté en pensant à Égée].	2	[Thésée fait un aparté en pensant à Égée].	2	0
À Madame de Lucenay.	12	À Madame de Lucenay.	12	0
Eugénie fait un mouvement.	0	Eugénie fait un mouvement.	7	0
Elle lève sa coiffe.	10	Elle lève sa coiffe.	0	0
À Albin.	12	À Albin.	12	0
AIR : D'une main je tiens mon pot.	8	AIR : D'une main je tiens mon pot.	10	0
Paquita sort.	5	Paquita sort.	0	0
AIR: Philis demande son portrait.	8	AIR: Philis demande son portrait.	10	0
Guillot s'assìed.	0	Guillot s'assìed.	0	0
Après avoir encore bu, il dit :	0	Après avoir encore bu, il dit :	3	0
AIR. Ah ! le bel oiseau maman.	8	AIR. Ah ! le bel oiseau maman.	3	0
On entend sonner minuit à l'horloge de l'hôtel de ville.	0	On entend sonner minuit à l'horloge de l'hôtel de ville.	11	0
Air : Cet Oracle est plus fur, etc.	8	Air : Cet Oracle est plus fur, etc.	2	0
L'ouverture continue.	8	L'ouverture continue.	8	0
Il prend Hector à la cravate.	1	Il prend Hector à la cravate.	1	0
Air : Honoré du brillant poste.	8	Air : Honoré du brillant poste.	4	0
Il donne à la suivante le papier sur lequel il a écrit.	10	Il donne à la suivante le papier sur lequel il a écrit.	3	0
Entrée de suivants de la Fortune.	4	Entrée de suivants de la Fortune.	4	0
Crésus, appelant.	3	Crésus, appelant.	6	0
À Rhadamisthe.	12	À Rhadamisthe.	12	0
Il embrasse Argie.	6	Il embrasse Argie.	6	0
Tandis que Molière reste pensif, Dassoucy, Pierrotin et le Docteur sortent bruyamment du château ; Pierrotin porte un flacon et un gobelet, boit à petits coups, fait claquer sa langue et se caresse l'estomac avec béatitude.	9	Tandis que Molière reste pensif, Dassoucy, Pierrotin et le Docteur sortent bruyamment du château ; Pierrotin porte un flacon et un gobelet, boit à petits coups, fait claquer sa langue et se caresse l'estomac avec béatitude.	9	0
Air : De tous les Capucins du monde.	8	Air : De tous les Capucins du monde.	2	0
Plusieurs groupes de Bergers et de Bergères jouant à divers jeux.	0	Plusieurs groupes de Bergers et de Bergères jouant à divers jeux.	6	0
Ses doigts, qui errent à l'aventure, rencontrent les panneaux supérieurs du buffet.	6	Ses doigts, qui errent à l'aventure, rencontrent les panneaux supérieurs du buffet.	10	0
Air : Robin turelure	8	Air : Robin turelure	8	0
Elle semble se mirer dans un ruisseau en arrangeant les fleurs dans ses cheveux.	0	Elle semble se mirer dans un ruisseau en arrangeant les fleurs dans ses cheveux.	0	0
Ils s'approchent de Dormel, fils, et l'embrassent étroitement ; Sophie resserre sa ligature.	7	Ils s'approchent de Dormel, fils, et l'embrassent étroitement ; Sophie resserre sa ligature.	6	0
Voyant Maximin.	0	Voyant Maximin.	4	0
Au Sauvage.	12	Au Sauvage.	11	0
À mi-voix.	3	À mi-voix.	3	0
Il l'ôte et lit :	0	Il l'ôte et lit :	0	0
Il montre Florange.	0	Il montre Florange.	0	0
Il saute.	0	Il saute.	0	0
Il lit un des billets que Livie lui a rendus.	0	Il lit un des billets que Livie lui a rendus.	0	0
Aux Esprits	12	Aux Esprits	2	0
Flore sort.	5	Flore sort.	5	0
À Bel-Air.	12	À Bel-Air.	11	0
Le théâtre représente une chambre à coucher, dans laquelle il y a une alcôve.	11	Le théâtre représente une chambre à coucher, dans laquelle il y a une alcôve.	11	0
À Monsieur_le_Duc de la Fenillade.	12	À Monsieur_le_Duc de la Fenillade.	12	0
La salle du Conseil d'Ubu.	11	La salle du Conseil d'Ubu.	11	0
Aux autres personnages.	12	Aux autres personnages.	6	0
Elle s'étend dans un fauteuil.	0	Elle s'étend dans un fauteuil.	0	0
Il se rapproche d'Adrienne.	7	Il se rapproche d'Adrienne.	6	0
Entre un seigneur de la cour.	4	Entre un seigneur de la cour.	4	0
Orante et Nérine en habit d'hommes les rencontrèrent.	10	Orante et Nérine en habit d'hommes les rencontrèrent.	4	0
HARANGUE DE MASSINISSE	8	HARANGUE DE MASSINISSE	3	0
On forme un combat à la manière des anciens.	1	On forme un combat à la manière des anciens.	1	0
Apercevant leurs épées nues.	0	Apercevant leurs épées nues.	1	0
La pendule sonne six heures.	0	La pendule sonne six heures.	11	0
Avec ravissement.	3	Avec ravissement.	3	0
Près de pleurer.	3	Près de pleurer.	3	0
On entend un hautbois.	8	On entend un hautbois.	8	0
Air : À l'ombre de ce vert bocage.	8	Air : À l'ombre de ce vert bocage.	11	0
Cordiani paraît.	4	Cordiani paraît.	4	0
À la Vidame.	12	À la Vidame.	2	0
À Vasta.	12	À Vasta.	12	0
On commence à chanter des couplets.	3	On commence à chanter des couplets.	8	0
Air : Il faut aimer, c'est la loi de Cythère.	8	Air : Il faut aimer, c'est la loi de Cythère.	2	0
Il se met l'habit.	10	Il se met l'habit.	0	0
Il lit la lettre bas.	0	Il lit la lettre bas.	3	0
Il fait le moulinet avec son épée et en fait un massacre.	1	Il fait le moulinet avec son épée et en fait un massacre.	1	0
On entend dans le lointain des cris et une marche militaire.	3	On entend dans le lointain des cris et une marche militaire.	8	0
Il demeure quelque temps sans parler.	3	Il demeure quelque temps sans parler.	9	0
Il fait un pas pour sortir.	7	Il fait un pas pour sortir.	5	0
* Deux dames, Mademoiselle Kerkabon, Duménil, Mademoisolle Saint-Yves, le Huron, Kerkabon, Madame Plougoulin, Mademoiselle des Guérets, deux dames.	10	* Deux dames, Mademoiselle Kerkabon, Duménil, Mademoisolle Saint-Yves, le Huron, Kerkabon, Madame Plougoulin, Mademoiselle des Guérets, deux dames.	4	0
Regardant Alfred.	0	Regardant Alfred.	6	0
Lucidor arrive.	4	Lucidor arrive.	4	0
À Antoinette.	12	À Antoinette.	12	0
Il chante en se promenant :	3	Il chante en se promenant :	8	0
Il appuie en lisant.	0	Il appuie en lisant.	0	0
Air : Mon Père, je viens devant vous.	8	Air : Mon Père, je viens devant vous.	12	0
Le théâtre représente la bibliothèque d'Almaviva.	11	Le théâtre représente la bibliothèque d'Almaviva.	11	0
AIR : On n'entend plus le bruit des armes	8	AIR : On n'entend plus le bruit des armes	9	0
[À Sarcide].	12	[À Sarcide].	2	0
AIR. Sans le savoir.	8	AIR. Sans le savoir.	2	0
Elle lève ici son masque.	0	Elle lève ici son masque.	0	0
- Il la regarde.	0	- Il la regarde.	6	0
Revenant à elle.	7	Revenant à elle.	7	0
À Madame Mondor.	12	À Madame Mondor.	12	0
Il chante l'air en entier.	3	Il chante l'air en entier.	8	0
Qui connait le prix des moments, va fermer la porte avec un doigt de verrous, fait un petit saut de caractère ; et sans autre préambule, dit au Vicomte.	9	Qui connait le prix des moments, va fermer la porte avec un doigt de verrous, fait un petit saut de caractère ; et sans autre préambule, dit au Vicomte.	6	0
Duo.	3	Duo.	6	0
Il prend une autre bouteille sous la table et met celle qui est vide à la place, sans que Boileau s'en aperçoive.	10	Il prend une autre bouteille sous la table et met celle qui est vide à la place, sans que Boileau s'en aperçoive.	0	0
À ses gardes.	12	À ses gardes.	1	0
Narbas et Euryclès s'éloignent un peu.	7	Narbas et Euryclès s'éloignent un peu.	7	0
Le théâtre représente un salon élégant.	11	Le théâtre représente un salon élégant.	11	0
Sortie par la droite.	5	Sortie par la droite.	5	0
AIR. À sa voisine.	8	AIR. À sa voisine.	2	0
Ritournelle pour le frémissement des flots.	8	Ritournelle pour le frémissement des flots.	8	0
LETTRE SUPPOSÉE DE MÉLITE À PHILANDRE.	8	LETTRE SUPPOSÉE DE MÉLITE À PHILANDRE.	10	0
Il goûte.	0	Il goûte.	0	0
Il se retire.	5	Il se retire.	5	0
Au Chevalier.	12	Au Chevalier.	12	0
À Don Fernand.	12	À Don Fernand.	12	0
À Oronte.	12	À Oronte.	12	0
Montrant Crispin.	0	Montrant Crispin.	0	0
Air : Du vaudeville de Madame Scarron.	8	Air : Du vaudeville de Madame Scarron.	8	0
Montrant Trissotin.	0	Montrant Trissotin.	6	0
Ils rient.	3	Ils rient.	0	0
Au Crocheteur.	12	Au Crocheteur.	11	0
Alexandre mettant la main sur son épée.	1	Alexandre mettant la main sur son épée.	1	0
Air 91 : Ô gué, lon-la, lan-laire.	8	Air 91 : Ô gué, lon-la, lan-laire.	2	0
Ils sortent tous avec le poignard sanglant à la main après avoir tué César.	5	Ils sortent tous avec le poignard sanglant à la main après avoir tué César.	5	0
Entrée d'un Gille.	4	Entrée d'un Gille.	4	0
AIR. Au bout du monde, etc.	8	AIR. Au bout du monde, etc.	8	0
À Zirphée.	12	À Zirphée.	12	0
Thésée reprend son épée. Médée continue.	10	Thésée reprend son épée. Médée continue.	0	0
Avec beaucoup d'ironie.	3	Avec beaucoup d'ironie.	3	0
À Venise.	11	À Venise.	11	0
Les Osages portent d'énormes casse-têtes ; leurs cheveux peints en rouge sont entrelacés de plumes jaunes et noires. Des serpents et des peaux de tigres leurs servent de ceintures-carquois, d'écorce d'arbre, arcs et boucliers, avec la figure Dareski.	10	Les Osages portent d'énormes casse-têtes ; leurs cheveux peints en rouge sont entrelacés de plumes jaunes et noires. Des serpents et des peaux de tigres leurs servent de ceintures-carquois, d'écorce d'arbre, arcs et boucliers, avec la figure Dareski.	9	0
On frappe de nouveau.	9	On frappe de nouveau.	0	0
Il le baise encore.	6	Il le baise encore.	6	0
AIR: Les Trembleurs.	8	AIR: Les Trembleurs.	8	0
L'examinant encore.	0	L'examinant encore.	6	0
Il lui ôte ses fers.	0	Il lui ôte ses fers.	0	0
Regardant sa montre.	0	Regardant sa montre.	0	0
Il est sur le pont de son palais.	11	Il est sur le pont de son palais.	11	0
