	text	gold	goldStr	text2	sys	sysStr	cf_sents
2696	Les délibérations des Princes, qui s'ensuivirent pour ce sujet, furent interrompues par une querelle qui s'allait vivement allumer entre l'oncle paternel de la Reine et Horuestat ; puissant Prince dans le Royaume, sans la prudence de Leque, qui en assoupit les premiers feux.	9	narration	Les délibérations des Princes, qui s'ensuivirent pour ce sujet, furent interrompues par une querelle qui s'allait vivement allumer entre l'oncle paternel de la Reine et Horuestat ; puissant Prince dans le Royaume, sans la prudence de Leque, qui en assoupit les premiers feux.	9	narration	0
2697	Bertram surgit.	4	entrance	Bertram surgit.	4	entrance	0
2698	À Anténor.	12	toward	À Anténor.	12	toward	0
2699	Au troisième Laquais.	12	toward	Au troisième Laquais.	4	entrance	0
2700	Il la désarme, et à la clarté du jour naissant il la reconnaît.	1	aggression	Il la désarme, et à la clarté du jour naissant il la reconnaît.	0	action	0
2701	Quatre fois.	8	music	Quatre fois.	7	movement	0
2702	À Mercure.	12	toward	À Mercure.	4	entrance	0
2703	Chanson	3	delivery	Chanson	8	music	0
2704	Il se tue de ceux coups de poignards.	1	aggression	Il se tue de ceux coups de poignards.	1	aggression	0
2705	Il va pour entrer chez son Colonel.	5	exit	Il va pour entrer chez son Colonel.	4	entrance	0
2706	En se regardant.	0	action	En se regardant.	6	interaction	0
2707	Montrant Brécourt.	0	action	Montrant Brécourt.	6	interaction	0
2708	Au garçon qui porte le fauteuil.	12	toward	Au garçon qui porte le fauteuil.	7	movement	0
2709	À Clarine.	12	toward	À Clarine.	12	toward	0
2710	À la Folie.	12	toward	À la Folie.	3	delivery	0
2711	AIR. Noté N°4.	8	music	AIR. Noté N°4.	8	music	0
2712	Blanche retire à elle la faveur, et fait remonter la lettre.	10	object	Blanche retire à elle la faveur, et fait remonter la lettre.	0	action	0
2713	Julie entre chez le Cardinal, Lamperrière sort par le fond.	5	exit	Julie entre chez le Cardinal, Lamperrière sort par le fond.	4	entrance	0
2714	Air : Une jeune Pucelle, etc.	8	music	Air : Une jeune Pucelle, etc.	9	narration	0
2715	Il regarde autour de lui, et vois du sang.	0	action	Il regarde autour de lui, et vois du sang.	0	action	0
2716	La scène représente un salon, plusieurs tableaux sont suspendus çà et là. Un portrait de femme, placé sur un chevalet, est plus en vue que les autres. Théodore est assis devant une table, sur laquelle il y a du papier, une écritoire, de la musique, etc. Dubois arrange l'appartement.	11	setting	La scène représente un salon, plusieurs tableaux sont suspendus çà et là. Un portrait de femme, placé sur un chevalet, est plus en vue que les autres. Théodore est assis devant une table, sur laquelle il y a du papier, une écritoire, de la musique, etc. Dubois arrange l'appartement.	11	setting	0
2717	Il joint Étienne qui féraille en reculant et se sauve.	5	exit	Il joint Étienne qui féraille en reculant et se sauve.	1	aggression	0
2718	Refrain de l'AIR 72 : Morguienne de vous.	8	music	Refrain de l'AIR 72 : Morguienne de vous.	8	music	0
2719	Air : Souvenez-vous en.	8	music	Air : Souvenez-vous en.	2	aparte	0
2720	Il cachète sa lettre.	10	object	Il cachète sa lettre.	10	object	0
2721	Camille rentre.	4	entrance	Camille rentre.	4	entrance	0
2722	Le théâtre change et représente le Palais d'AEgée roi d'Athènes.	11	setting	Le théâtre change et représente le Palais d'AEgée roi d'Athènes.	11	setting	0
2723	Au Grand Bibi.	12	toward	Au Grand Bibi.	4	entrance	0
2724	Air De l'Anonyme.	8	music	Air De l'Anonyme.	8	music	0
2725	Démophon, lui montrant la promesse.	0	action	Démophon, lui montrant la promesse.	10	object	0
2726	AIR :	8	music	AIR :	8	music	0
2727	Air : La vieille méthode.	8	music	Air : La vieille méthode.	2	aparte	0
2728	À Calotin.	12	toward	À Calotin.	12	toward	0
2729	Au Maître d'Hôtel.	12	toward	Au Maître d'Hôtel.	12	toward	0
2730	Phoenix sort.	5	exit	Phoenix sort.	0	action	0
2731	Scarron continue d'écrire.	0	action	Scarron continue d'écrire.	0	action	0
2732	À Arsace.	12	toward	À Arsace.	12	toward	0
2733	Le ciel s'éclaircit, l'orage cesse, et la mer s'apaise.	9	narration	Le ciel s'éclaircit, l'orage cesse, et la mer s'apaise.	11	setting	0
2734	Edgard entre.	4	entrance	Edgard entre.	4	entrance	0
2735	Agar s'assied sur un rocher à côté de son enfant.	0	action	Agar s'assied sur un rocher à côté de son enfant.	0	action	0
2736	À Arons.	12	toward	À Arons.	12	toward	0
2737	Tous reprennent le rondeau.	3	delivery	Tous reprennent le rondeau.	0	action	0
2738	Air 18 : Branle de Metz.	8	music	Air 18 : Branle de Metz.	8	music	0
2739	AIR : Du pas redoublé de l'Infanterie.	8	music	AIR : Du pas redoublé de l'Infanterie.	7	movement	0
2740	À Marco.	12	toward	À Marco.	12	toward	0
2741	Élise entre.	4	entrance	Élise entre.	4	entrance	0
2742	Ils s'embrassent	6	interaction	Ils s'embrassent	6	interaction	0
2743	À Bême.	12	toward	À Bême.	4	entrance	0
2744	AIR : Je n'en dirai pas davantage.	8	music	AIR : Je n'en dirai pas davantage.	2	aparte	0
2745	Regardant Rouquérolle.	0	action	Regardant Rouquérolle.	6	interaction	0
2746	Pierrot retombe sur ses pieds, fait hum! hum! et feint un air penaud d'écolier surpris par le pion.	3	delivery	Pierrot retombe sur ses pieds, fait hum! hum! et feint un air penaud d'écolier surpris par le pion.	7	movement	0
2747	AIR : Tique tique taque lon lan la.	8	music	AIR : Tique tique taque lon lan la.	8	music	0
2748	Pluton et Proserpine ensemble.	3	delivery	Pluton et Proserpine ensemble.	8	music	0
2749	À Dorante.	12	toward	À Dorante.	12	toward	0
2750	Gallas sort.	5	exit	Gallas sort.	11	setting	0
2751	Il prend une échelle d'espalier, la pose contre le volet qu'il referme, et court prendre sa flûte.	9	narration	Il prend une échelle d'espalier, la pose contre le volet qu'il referme, et court prendre sa flûte.	0	action	0
2752	À La Brie.	12	toward	À La Brie.	11	setting	0
2753	Voyant Gaston.	0	action	Voyant Gaston.	4	entrance	0
2754	Il frappe Arlequin.	1	aggression	Il frappe Arlequin.	1	aggression	0
2755	Le garde s'éloigne un moment.	7	movement	Le garde s'éloigne un moment.	7	movement	0
2756	Salviati entre dans le palais.	5	exit	Salviati entre dans le palais.	4	entrance	0
2757	Air : Eh! zon, zon, zon.	8	music	Air : Eh! zon, zon, zon.	8	music	0
2758	On frappe de nouveau.	0	action	On frappe de nouveau.	0	action	0
2759	Première entrée.	8	music	Première entrée.	4	entrance	0
2760	Elle embrasse la poupée, elle la met dans le panier et elle va rejoindre Berthe et Blanche.	6	interaction	Elle embrasse la poupée, elle la met dans le panier et elle va rejoindre Berthe et Blanche.	6	interaction	0
2761	Il veut lire.	0	action	Il veut lire.	0	action	0
2762	Regardant.	0	action	Regardant.	6	interaction	0
2763	Il fait un petit prélude et chante, sur l'air ; C'est l'ouvrage d'un moment :	3	delivery	Il fait un petit prélude et chante, sur l'air ; C'est l'ouvrage d'un moment :	8	music	0
2764	À Néoptolémus.	12	toward	À Néoptolémus.	12	toward	0
2765	Au palais du roi. — Une salle. — Une galerie au fond.	11	setting	Au palais du roi. — Une salle. — Une galerie au fond.	11	setting	0
2766	AIR de la Somnambule.	8	music	AIR de la Somnambule.	8	music	0
2767	Se rapprochant.	7	movement	Se rapprochant.	7	movement	0
2768	AIR : Sans dessus desssous.	8	music	AIR : Sans dessus desssous.	8	music	0
2769	Air 69. Un certain je-ne-sais-quoi.	8	music	Air 69. Un certain je-ne-sais-quoi.	9	narration	0
2770	Il fait un mouvement pour aller au Chevalier.	7	movement	Il fait un mouvement pour aller au Chevalier.	7	movement	0
2771	Le chevalier Uladislas sort de l'hôtellerie.	4	entrance	Le chevalier Uladislas sort de l'hôtellerie.	5	exit	0
2772	Observant Terville.	0	action	Observant Terville.	0	action	0
2773	Elle repeint.	0	action	Elle repeint.	0	action	0
2774	Elle le regarde toujours.	0	action	Elle le regarde toujours.	6	interaction	0
2775	À Luville.	12	toward	À Luville.	11	setting	0
2776	Le cousin et la cousine sortent.	5	exit	Le cousin et la cousine sortent.	5	exit	0
2777	Regardent sa montre.	0	action	Regardent sa montre.	0	action	0
2778	Elle cherche encore.	0	action	Elle cherche encore.	7	movement	0
2779	À Colette.	12	toward	À Colette.	12	toward	0
2780	Crispe se retire et l'on continue.	5	exit	Crispe se retire et l'on continue.	5	exit	0
2781	Il montre les deux premiers doigts de chaque main et les croise comme quand on excite les chats ou les chiens à se battre.	0	action	Il montre les deux premiers doigts de chaque main et les croise comme quand on excite les chats ou les chiens à se battre.	6	interaction	0
2782	Dorame paraît.	4	entrance	Dorame paraît.	4	entrance	0
2783	À un de ses suivants.	12	toward	À un de ses suivants.	6	interaction	0
2784	Au Comte.	12	toward	Au Comte.	12	toward	0
2785	À Théodose.	12	toward	À Théodose.	12	toward	0
2786	Aux chefs de l'armée.	12	toward	Aux chefs de l'armée.	6	interaction	0
2787	Air Belle Brune, belle Brune.	8	music	Air Belle Brune, belle Brune.	8	music	0
2788	AIR : C'est ce qui vous enrhume.	8	music	AIR : C'est ce qui vous enrhume.	2	aparte	0
2789	À Blaise et à sa femme.	12	toward	À Blaise et à sa femme.	12	toward	0
2790	On entend frapper à la porte.	0	action	On entend frapper à la porte.	4	entrance	0
2791	L'Abbé et le petit Minot sortent.	5	exit	L'Abbé et le petit Minot sortent.	5	exit	0
2792	À Don Sanche.	12	toward	À Don Sanche.	12	toward	0
2793	Il prend ses tablettes.	10	object	Il prend ses tablettes.	0	action	0
2794	Air 176 : Vous avez raison, la Plante.	8	music	Air 176 : Vous avez raison, la Plante.	12	toward	0
2795	CHANSON DE Monsieur Sallé.	8	music	CHANSON DE Monsieur Sallé.	8	music	0
2796	En montrant Scanderberg.	0	action	En montrant Scanderberg.	0	action	0
2797	AIR : La jeune Isabelle.	8	music	AIR : La jeune Isabelle.	4	entrance	0
2798	Des petits frondeurs les viennent interrompre qui sont chassés en suite.	9	narration	Des petits frondeurs les viennent interrompre qui sont chassés en suite.	0	action	0
2799	AIR : Jean de Vert.	8	music	AIR : Jean de Vert.	8	music	0
2800	Répétant.	3	delivery	Répétant.	0	action	0
2801	Le champ des revues.	11	setting	Le champ des revues.	11	setting	0
2802	Il appelle à la petite porte de gauche.	3	delivery	Il appelle à la petite porte de gauche.	4	entrance	0
2803	Blanche paraît.	4	entrance	Blanche paraît.	4	entrance	0
2804	Air : Dans ma chaumière, ou Bouton de rose.	8	music	Air : Dans ma chaumière, ou Bouton de rose.	8	music	0
2805	Il lui met le manteau royal.	10	object	Il lui met le manteau royal.	0	action	0
2806	Montrant Lépine.	0	action	Montrant Lépine.	6	interaction	0
2807	Éclatant de rire, après avoir fixé quelques secondes ces amants heureux, sinon honteux, au moins embarrassés de leur bonheur.	3	delivery	Éclatant de rire, après avoir fixé quelques secondes ces amants heureux, sinon honteux, au moins embarrassés de leur bonheur.	9	narration	0
2808	Air 184 : Je me plaignais d'une inhumains.	8	music	Air 184 : Je me plaignais d'une inhumains.	2	aparte	0
2809	Il cherche à l'entraîner.	6	interaction	Il cherche à l'entraîner.	6	interaction	0
2810	Les violons jouent la marches des Bostangis.	8	music	Les violons jouent la marches des Bostangis.	8	music	0
2811	Il pleure.	3	delivery	Il pleure.	3	delivery	0
2812	Il peint.	0	action	Il peint.	0	action	0
2813	AIR. Je suis un bon soldat ti ta ta.	8	music	AIR. Je suis un bon soldat ti ta ta.	8	music	0
2814	Elle mange avidement.	0	action	Elle mange avidement.	0	action	0
2815	En lui serrant affectueusement la main.	6	interaction	En lui serrant affectueusement la main.	6	interaction	0
2816	Il va chercher le sac d'or.	0	action	Il va chercher le sac d'or.	0	action	0
2817	Il continue, étant seul.	2	aparte	Il continue, étant seul.	2	aparte	0
2818	AIR. Oui, j'ai tout vu.	8	music	AIR. Oui, j'ai tout vu.	2	aparte	0
2819	Il voit venir la Princesse.	0	action	Il voit venir la Princesse.	4	entrance	0
2820	Lui tendant la main.	6	interaction	Lui tendant la main.	6	interaction	0
2821	Il entre avec humeur, dans son cabinet.	5	exit	Il entre avec humeur, dans son cabinet.	4	entrance	0
2822	Air : Nos plaisirs seront peu durables.	8	music	Air : Nos plaisirs seront peu durables.	2	aparte	0
2823	Junon se fait voir dans un char superbe, tiré par deux paons, et si bien enrichi, qu'il paraît digne de l'orgueil de la déesse qui s'y fait porter. Elle se promène au milieu de l'air, dont nos poètes lui attribuent l'empire, et y fait plusieurs tours, tantôt à droite et tantôt à gauche, cependant qu'elle assure Phinée de sa protection.	9	narration	Junon se fait voir dans un char superbe, tiré par deux paons, et si bien enrichi, qu'il paraît digne de l'orgueil de la déesse qui s'y fait porter. Elle se promène au milieu de l'air, dont nos poètes lui attribuent l'empire, et y fait plusieurs tours, tantôt à droite et tantôt à gauche, cependant qu'elle assure Phinée de sa protection.	9	narration	0
2824	AIR : Or écoutez petits et grands.	8	music	AIR : Or écoutez petits et grands.	2	aparte	0
2825	AIR. ( Ma raison s'en va beau train. )	8	music	AIR. ( Ma raison s'en va beau train. )	2	aparte	0
2826	À Mademoiselle Molière.	12	toward	À Mademoiselle Molière.	12	toward	0
2827	Air : des Pendus.	8	music	Air : des Pendus.	11	setting	0
2828	Le Sagamo reste immobile Arlequin lui fait voler la tête de son propre sabre qu'il lui a ôté, mais tout à coup il renaît une autre tête au Sagamo qui rit au nez d'Arlequin.	9	narration	Le Sagamo reste immobile Arlequin lui fait voler la tête de son propre sabre qu'il lui a ôté, mais tout à coup il renaît une autre tête au Sagamo qui rit au nez d'Arlequin.	6	interaction	0
2829	Cassandre dans le tableau.	11	setting	Cassandre dans le tableau.	4	entrance	0
2830	Il en tire un énorme.	10	object	Il en tire un énorme.	10	object	0
2831	Avec satisfaction.	3	delivery	Avec satisfaction.	3	delivery	0
2832	Il prend la main de Colombine.	10	object	Il prend la main de Colombine.	6	interaction	0
2833	Il lui fait voir le lot.	0	action	Il lui fait voir le lot.	10	object	0
2834	Par le soupirail.	11	setting	Par le soupirail.	4	entrance	0
2835	Il montre une culotte.	0	action	Il montre une culotte.	10	object	0
2836	À Delval.	12	toward	À Delval.	12	toward	0
2837	AIR : Jupin dès le matin.	8	music	AIR : Jupin dès le matin.	4	entrance	0
2838	Air : Ciel ! l'Univers va-t-il donc se dissoudre.	8	music	Air : Ciel ! l'Univers va-t-il donc se dissoudre.	2	aparte	0
2839	Le théâtre est une suite de rochers ; on y voit Leucippe retenu, sans que ses liens paraissent. Il est debout, appuyé, dans l'endroit le plus en vue.	11	setting	Le théâtre est une suite de rochers ; on y voit Leucippe retenu, sans que ses liens paraissent. Il est debout, appuyé, dans l'endroit le plus en vue.	11	setting	0
2840	Il appelle Lubin.	3	delivery	Il appelle Lubin.	6	interaction	0
2841	Ils se retirent en un coin du Théâtre.	7	movement	Ils se retirent en un coin du Théâtre.	7	movement	0
2842	À Monsieur Pot-De-Vin.	12	toward	À Monsieur Pot-De-Vin.	12	toward	0
2843	À genoux.	0	action	À genoux.	0	action	0
2844	Au Huron.	12	toward	Au Huron.	12	toward	0
2845	AIR. Quand le péril est agréable.	8	music	AIR. Quand le péril est agréable.	8	music	0
2846	À Mouravieff.	12	toward	À Mouravieff.	12	toward	0
2847	Le petit laquais pousse le siège rudement.	6	interaction	Le petit laquais pousse le siège rudement.	1	aggression	0
2848	Montrant les anciens Sénateurs.	0	action	Montrant les anciens Sénateurs.	0	action	0
2849	Lui montrant ce qui est écrit au bas du mémoire.	0	action	Lui montrant ce qui est écrit au bas du mémoire.	0	action	0
2850	Ils se serrent la main.	6	interaction	Ils se serrent la main.	6	interaction	0
2851	À Thibaudier.	12	toward	À Thibaudier.	12	toward	0
2852	AIR : V'la ce que c'est qu'd'aller au bois.	8	music	AIR : V'la ce que c'est qu'd'aller au bois.	2	aparte	0
2853	À Araminte.	12	toward	À Araminte.	12	toward	0
2854	En voyant la porte fermée.	0	action	En voyant la porte fermée.	7	movement	0
2855	La rappelant.	3	delivery	La rappelant.	6	interaction	0
2856	Bruit de fer-blanc heurté.	9	narration	Bruit de fer-blanc heurté.	10	object	0
2857	AIR. Je ne veux d'autre bien, etc.	8	music	AIR. Je ne veux d'autre bien, etc.	8	music	0
2858	Parlant.	3	delivery	Parlant.	3	delivery	0
2859	Entrant dans son Palais, elle le trouve mort sur son lit de parade ; ses douleurs éclatent incontinent par les plaintes et ses lamentations, mais la violence de ses pleurs la tire aussi tôt dans la faiblesse. Elle est secourue par la Princesse sa confidente, revient de pâmoison et demande, qu'on la laisse en repos.	9	narration	Entrant dans son Palais, elle le trouve mort sur son lit de parade ; ses douleurs éclatent incontinent par les plaintes et ses lamentations, mais la violence de ses pleurs la tire aussi tôt dans la faiblesse. Elle est secourue par la Princesse sa confidente, revient de pâmoison et demande, qu'on la laisse en repos.	9	narration	0
